log.prior	log.likelihood	log.likelihood.test.set
-1.792529217028503263e+04 -1.014906503121505011e+04 -1.113401295950212443e+03
-1.792046165844172720e+04 -1.014399038063198896e+04 -1.112718320143649635e+03
-1.788956552800907230e+04 -1.014871961793669470e+04 -1.118744000423683246e+03
-1.790519552800179008e+04 -1.013618229263354442e+04 -1.120107219744103531e+03
-1.791779866885209412e+04 -1.014064331924150974e+04 -1.119444886583256903e+03
-1.792547528042905833e+04 -1.014255929199390448e+04 -1.119110066649781857e+03
-1.792358447310254633e+04 -1.013789872184823071e+04 -1.112321440141468884e+03
-1.792946684537480178e+04 -1.013322977846015056e+04 -1.112021418853149044e+03
-1.791665584443483749e+04 -1.013162580370949036e+04 -1.112403437852649859e+03
-1.790592778305540924e+04 -1.013038787910105020e+04 -1.110394238036709794e+03
-1.791461485736311079e+04 -1.013324602383007186e+04 -1.113917318123466885e+03
-1.794374922697688089e+04 -1.012348811183284124e+04 -1.107428440762558694e+03
-1.795803840875568494e+04 -1.012150046107733942e+04 -1.107205977569483821e+03
-1.795457565130714647e+04 -1.011407591535651045e+04 -1.110442916088092716e+03
-1.796960272442483620e+04 -1.011532441286674657e+04 -1.109385029127000962e+03
-1.795574013538998042e+04 -1.013622065748861678e+04 -1.115052367873651747e+03
-1.798503649876756026e+04 -1.013034876649633952e+04 -1.111178471025599265e+03
-1.799001828964882588e+04 -1.013129853749298491e+04 -1.114149440103643883e+03
-1.797338625857599618e+04 -1.013624225812484292e+04 -1.118787459750295511e+03
-1.797595236020047741e+04 -1.013519307607774317e+04 -1.119622354914391053e+03
-1.799175270719890614e+04 -1.013769101206582491e+04 -1.111108186556173678e+03
-1.799313477303292166e+04 -1.013877190397963568e+04 -1.108576171093121957e+03
-1.798141652181949758e+04 -1.013389094257064426e+04 -1.112279872981679091e+03
-1.797592928154821129e+04 -1.013720780294220458e+04 -1.112029231435889869e+03
-1.797051462487367462e+04 -1.013363379198006260e+04 -1.114501532788662644e+03
-1.800352169766776206e+04 -1.012634469961946525e+04 -1.115081892654368858e+03
-1.803359547735779415e+04 -1.012678467155896215e+04 -1.112376684123404630e+03
-1.802484297833894743e+04 -1.013760683766585680e+04 -1.123593394960138994e+03
-1.801056292527783080e+04 -1.013472261599957892e+04 -1.123957363537911988e+03
-1.799457399782541324e+04 -1.014358591202481330e+04 -1.121772634126894900e+03
-1.800018409735231035e+04 -1.015127560615653601e+04 -1.123419552486013799e+03
-1.801546984899415111e+04 -1.014382386091924855e+04 -1.118368655940947974e+03
-1.802548550069382327e+04 -1.013474700366862635e+04 -1.115016195588624214e+03
-1.798279907774632375e+04 -1.013236050807263746e+04 -1.119620492124851808e+03
-1.801963552493514362e+04 -1.013381745831596345e+04 -1.108675344295541890e+03
-1.802951535819594937e+04 -1.013552470327815536e+04 -1.114033066309761580e+03
-1.801165300675556136e+04 -1.013548288914659679e+04 -1.114298938545798592e+03
-1.802127279200362682e+04 -1.013538338399774511e+04 -1.118528107891815125e+03
-1.804067408936343782e+04 -1.014342559605604220e+04 -1.123096733004760154e+03
-1.802290417675078425e+04 -1.013436520836133059e+04 -1.127200979685822858e+03
-1.803194779526168350e+04 -1.013466333874771772e+04 -1.118659322477347814e+03
-1.803012972789096966e+04 -1.014142110298201806e+04 -1.125392915527233527e+03
-1.804630812860653532e+04 -1.013883709999265557e+04 -1.124964073525242839e+03
-1.806370318946279440e+04 -1.014133958441753384e+04 -1.130417477001268708e+03
-1.804417997779813959e+04 -1.014527838409365359e+04 -1.124533109383577539e+03
-1.804241181282710022e+04 -1.013699451041021894e+04 -1.119258414108458055e+03
-1.806064334852830507e+04 -1.013920752352134878e+04 -1.121108108649718361e+03
-1.805765924908890156e+04 -1.014401967518921447e+04 -1.132200551836261639e+03
-1.806443598132226543e+04 -1.014012794074536032e+04 -1.120082076088373469e+03
-1.810144157504744726e+04 -1.013091837574682359e+04 -1.119580611556712938e+03
-1.806789275538737638e+04 -1.014152336883328462e+04 -1.113725946589916020e+03
-1.807579030809451069e+04 -1.013785458507558542e+04 -1.114248440960723201e+03
-1.807161814627815329e+04 -1.012915217256458709e+04 -1.117861874614895441e+03
-1.806550535812607632e+04 -1.013035479674211456e+04 -1.117388209828408890e+03
-1.804981130215373196e+04 -1.012634675255081493e+04 -1.123312123766013883e+03
-1.804714696248164910e+04 -1.013290165954682743e+04 -1.126267671715246706e+03
-1.804536602965748170e+04 -1.013550372774614516e+04 -1.117890455077844763e+03
-1.798914061110639159e+04 -1.013708607429848780e+04 -1.118131621555184665e+03
-1.797981139964687827e+04 -1.012971551161577372e+04 -1.117191648271643317e+03
-1.798945356978989730e+04 -1.013846488227298323e+04 -1.117715801794871368e+03
-1.798392224919751607e+04 -1.013884711933874132e+04 -1.115626675459951457e+03
-1.798689964614905693e+04 -1.013162064465108415e+04 -1.115700720570860994e+03
-1.798615627620508531e+04 -1.013563647720909466e+04 -1.112327884244315555e+03
-1.800543103903639349e+04 -1.013113083070245193e+04 -1.119378187754414739e+03
-1.797401302852681692e+04 -1.013597288236949498e+04 -1.114010267971537814e+03
-1.798904500987531719e+04 -1.014930444498474935e+04 -1.110365887908994409e+03
-1.799156984132770958e+04 -1.014904439075375740e+04 -1.108790820354789048e+03
-1.797791278858546502e+04 -1.014193412093421830e+04 -1.107302417161183257e+03
-1.795102397825412118e+04 -1.013626432276143714e+04 -1.105824961831727705e+03
-1.791585348962923308e+04 -1.013898020424366041e+04 -1.113683246606239663e+03
-1.794184782266264665e+04 -1.014050118730221584e+04 -1.110529101184793035e+03
-1.796662953281584851e+04 -1.014009836386182360e+04 -1.116291249181440435e+03
-1.795338469090530634e+04 -1.014829834682705587e+04 -1.108129944657914166e+03
-1.792342637328631099e+04 -1.014257512559212773e+04 -1.109819663156407842e+03
-1.792339084537528470e+04 -1.014125647713291073e+04 -1.106919021905256159e+03
-1.790660368526100137e+04 -1.013924398671880590e+04 -1.105492217831975267e+03
-1.787715805801118768e+04 -1.014589314157245462e+04 -1.114982706566919660e+03
-1.787465942035795888e+04 -1.013981371109784595e+04 -1.110380041278274803e+03
-1.786052179376147615e+04 -1.013733792706825625e+04 -1.111961621408803239e+03
-1.785336997643649011e+04 -1.012423813391925250e+04 -1.120926847432925570e+03
-1.783044564673655623e+04 -1.013983996110619773e+04 -1.123350151538694263e+03
-1.783693023495801026e+04 -1.013754819681945264e+04 -1.115636874160898969e+03
-1.784074532195258507e+04 -1.013038106869775584e+04 -1.114652570214129810e+03
-1.786144335304730703e+04 -1.012315699544660492e+04 -1.115195374027688558e+03
-1.788665154990700466e+04 -1.013127728691979064e+04 -1.122711089925904162e+03
-1.783824348877360899e+04 -1.013040040059194143e+04 -1.113875368434689335e+03
-1.782459188679925501e+04 -1.013123816294930475e+04 -1.116807567194297917e+03
-1.782245597258613634e+04 -1.013547307718793309e+04 -1.133493437491078112e+03
-1.782291949112323346e+04 -1.014071812062041136e+04 -1.132031186156332296e+03
-1.779640443833795143e+04 -1.012969381480205811e+04 -1.126713879917200302e+03
-1.776798172056043040e+04 -1.013803507623144105e+04 -1.134262215035479130e+03
-1.777747090308465340e+04 -1.013289030915888725e+04 -1.130007454567612967e+03
-1.778735750357597135e+04 -1.014283837264245449e+04 -1.132361061639115178e+03
-1.780075654516633585e+04 -1.013788938741606944e+04 -1.138115371791564030e+03
-1.779570553043647305e+04 -1.013590155587226945e+04 -1.116127921660785887e+03
-1.777683776668230712e+04 -1.014276809570349360e+04 -1.116999541666646110e+03
-1.776653775592895545e+04 -1.014641289737404441e+04 -1.118302587015272820e+03
-1.779921916306680941e+04 -1.014432986939494913e+04 -1.129140142355599892e+03
-1.781100735272066959e+04 -1.013784672208220582e+04 -1.129505239482656634e+03
-1.779231298967413022e+04 -1.014436614860000009e+04 -1.134220868453373441e+03
-1.780709870814065289e+04 -1.014631483362376821e+04 -1.132847477197826265e+03
-1.779850941528403564e+04 -1.014711831794643876e+04 -1.135409828934066809e+03
-1.780889442573303677e+04 -1.014484963914405125e+04 -1.133280287910149582e+03
-1.782289367718783978e+04 -1.014689803411158027e+04 -1.135047943356648830e+03
-1.782117019142515710e+04 -1.015116753812896241e+04 -1.129121033826159419e+03
-1.782581199079970975e+04 -1.014960538445813108e+04 -1.130702019775267217e+03
-1.785771748113736248e+04 -1.015333109435644110e+04 -1.130281534963577542e+03
-1.787969810966292061e+04 -1.015294552879612456e+04 -1.142057457441700990e+03
-1.792047679203547159e+04 -1.014873324286930801e+04 -1.116074392506739059e+03
-1.789694589031430951e+04 -1.014471099506432438e+04 -1.118253794935772930e+03
-1.785477934996087424e+04 -1.014865200848179302e+04 -1.117317733690806563e+03
-1.784716646100010257e+04 -1.014482777667791743e+04 -1.120324723752503360e+03
-1.785130116639630432e+04 -1.013858892730354637e+04 -1.119434004229270158e+03
-1.781977724332147045e+04 -1.013883439192170590e+04 -1.129789188239699797e+03
-1.782264224397106227e+04 -1.013308162289947177e+04 -1.130940096870705929e+03
-1.782011944483555635e+04 -1.013573945825075316e+04 -1.126231843932346237e+03
-1.782112218037437560e+04 -1.014074716761351010e+04 -1.130919147071739644e+03
-1.779045082915075182e+04 -1.013911806713381520e+04 -1.131570789104264804e+03
-1.780410723544176653e+04 -1.013404813293988263e+04 -1.129363763882716739e+03
-1.782998098397938520e+04 -1.012797872936006024e+04 -1.118006380700682712e+03
-1.781507650580212430e+04 -1.012949308396099150e+04 -1.132809410715713966e+03
-1.785737163132425485e+04 -1.012434731263461981e+04 -1.120604294883108651e+03
-1.785542570647241519e+04 -1.012640995222870697e+04 -1.124331908134038258e+03
-1.784119944262070931e+04 -1.013326414318726529e+04 -1.123142704139480429e+03
-1.785221645900070143e+04 -1.012226965000981181e+04 -1.116213812722013699e+03
-1.786515746796556050e+04 -1.012378391783259576e+04 -1.117580862001517744e+03
-1.785929836822650395e+04 -1.014062474245261183e+04 -1.124207610221931191e+03
-1.789822600835095000e+04 -1.013017536455286790e+04 -1.122998807767123253e+03
-1.788189345863405106e+04 -1.013982475903779414e+04 -1.121375055907084516e+03
-1.788187049977426068e+04 -1.013606593421162688e+04 -1.129648145688801833e+03
-1.789097922351440866e+04 -1.013196605537617324e+04 -1.126881720555456468e+03
-1.788735783009343140e+04 -1.014400588784302636e+04 -1.127263257241278097e+03
-1.786828206423558368e+04 -1.014503813698569138e+04 -1.125407991822692566e+03
-1.785486343567095173e+04 -1.013959236595032417e+04 -1.122142781315318643e+03
-1.786999325838276127e+04 -1.014039302717054852e+04 -1.120485222062900448e+03
-1.789054827935715366e+04 -1.014662612195246948e+04 -1.123651347329599957e+03
-1.791659165766943624e+04 -1.013888714877708298e+04 -1.121776994287353773e+03
-1.792399561021508634e+04 -1.014318174228674980e+04 -1.122179012234437323e+03
-1.794466099563646640e+04 -1.014047720258854133e+04 -1.117293937525975707e+03
-1.795799604505089519e+04 -1.013733025867867218e+04 -1.120075887832478202e+03
-1.793193134477931380e+04 -1.014627378482368113e+04 -1.120941437780969409e+03
-1.795710982467998110e+04 -1.013936723524911213e+04 -1.118419564446116965e+03
-1.795198254388367786e+04 -1.013753520140114961e+04 -1.115464027848767273e+03
-1.793805651647444392e+04 -1.014012930638963917e+04 -1.113468274438024309e+03
-1.792048473745842421e+04 -1.014518195230752826e+04 -1.117828010545231791e+03
-1.794530138018101934e+04 -1.014906366999048623e+04 -1.121175263218357486e+03
-1.792685593902053006e+04 -1.014798653988648039e+04 -1.111161068263269499e+03
-1.790802822450719395e+04 -1.014268195841317174e+04 -1.112434482062513780e+03
-1.785326848682219133e+04 -1.014944616875455540e+04 -1.109853635148946978e+03
-1.782600520365937336e+04 -1.015467639960716951e+04 -1.121698134518352617e+03
-1.780615277140023682e+04 -1.016291036965389503e+04 -1.118933236489272531e+03
-1.781441830132075484e+04 -1.015340074476930749e+04 -1.107826068409869094e+03
-1.782026965000010387e+04 -1.015428262839138188e+04 -1.105932016339109396e+03
-1.781203964131096291e+04 -1.015766146391732400e+04 -1.109755275207496652e+03
-1.784922226328323814e+04 -1.015306002351977440e+04 -1.108917913753181438e+03
-1.787455551293500321e+04 -1.015826723386412959e+04 -1.115293691170477814e+03
-1.790666789173564030e+04 -1.014321741914436097e+04 -1.108234727962976194e+03
-1.789876313045160714e+04 -1.015108046898185603e+04 -1.111437306835845902e+03
-1.788219290150585948e+04 -1.014876279932902617e+04 -1.116058477414173467e+03
-1.789295350957792107e+04 -1.014270548682906337e+04 -1.107391092947829293e+03
-1.787734973626173451e+04 -1.014479420550346549e+04 -1.112732107637000354e+03
-1.787361340506037959e+04 -1.014174382679887276e+04 -1.109208684662565702e+03
-1.784889517151126347e+04 -1.014457295242506734e+04 -1.107332514018274196e+03
-1.786128799924228224e+04 -1.014555790527823228e+04 -1.112329429023717239e+03
-1.786692222942140506e+04 -1.014682108823215458e+04 -1.110492892836190549e+03
-1.786211502455535083e+04 -1.014090194876571150e+04 -1.113448672948309195e+03
-1.786422729924094529e+04 -1.015333102993819557e+04 -1.120594394646959699e+03
-1.787820394816717089e+04 -1.014761527392107928e+04 -1.116239493765808675e+03
-1.786911753841121026e+04 -1.014730725831277960e+04 -1.116106932555415369e+03
-1.786348892458529735e+04 -1.013794219951147534e+04 -1.120339091856300456e+03
-1.785766513606825174e+04 -1.014940766890556733e+04 -1.120387547940282730e+03
-1.783800835060665486e+04 -1.015501215865370614e+04 -1.121678611939445091e+03
-1.786699936002373579e+04 -1.015517699334685676e+04 -1.125625190267304333e+03
-1.787939562437944187e+04 -1.015376127192677450e+04 -1.127471410155602825e+03
-1.785509221942810109e+04 -1.015561334617300781e+04 -1.115302911307385784e+03
-1.784811224800766649e+04 -1.014261926809128818e+04 -1.118718145408372038e+03
-1.781858963976752784e+04 -1.014799441671751265e+04 -1.117501695178264072e+03
-1.785901220154025941e+04 -1.014058726182761711e+04 -1.113585049472529590e+03
-1.782001682703500410e+04 -1.014099292208926272e+04 -1.112579053186664169e+03
-1.787820710895651791e+04 -1.013755278180487949e+04 -1.113079706538565461e+03
-1.790336887002007279e+04 -1.013703690025514516e+04 -1.107924580997269004e+03
-1.790416997322178213e+04 -1.014060174554720288e+04 -1.108247123346407534e+03
-1.791089287789302034e+04 -1.013989741754888564e+04 -1.108770663276568030e+03
-1.788463838307448896e+04 -1.014962512724430417e+04 -1.116857521419095065e+03
-1.788096174329227142e+04 -1.014245704431412923e+04 -1.113774856977768650e+03
-1.787746042310486155e+04 -1.013439707272155647e+04 -1.110594068758056892e+03
-1.790045465315523325e+04 -1.013219830098438979e+04 -1.109977262973405686e+03
-1.795369241464530569e+04 -1.012122499339182468e+04 -1.106134677065148935e+03
-1.792644307481240685e+04 -1.013127260186121021e+04 -1.116213136324504376e+03
-1.797433455987766865e+04 -1.012734547861638202e+04 -1.112403039472141700e+03
-1.796903233384577834e+04 -1.013239547610953014e+04 -1.126691556004110225e+03
-1.795459918013974311e+04 -1.012796066380536467e+04 -1.126115209458662321e+03
-1.797085646452559376e+04 -1.013859390282316235e+04 -1.133603841181912230e+03
-1.796656518036678608e+04 -1.013034372500948302e+04 -1.118112407195455035e+03
-1.797970121342152925e+04 -1.012988773256412605e+04 -1.111258070602473254e+03
-1.800976586311183564e+04 -1.011892422937898118e+04 -1.107524831011595779e+03
-1.798590799982084718e+04 -1.011967474145629603e+04 -1.124165286454493071e+03
-1.800092804431047261e+04 -1.012316071041801661e+04 -1.128238767223529521e+03
-1.798219897582461272e+04 -1.012206961331109414e+04 -1.125555203984135005e+03
-1.794743145317255039e+04 -1.012492947588563220e+04 -1.118502081784691200e+03
-1.799245232207560184e+04 -1.013440853175199845e+04 -1.117764714762267886e+03
-1.794107641679128574e+04 -1.013975500987508349e+04 -1.121956992256717967e+03
-1.795965779116969497e+04 -1.014027034817160529e+04 -1.111132406024838474e+03
-1.795860086753242285e+04 -1.013843244869452064e+04 -1.121667206361550143e+03
-1.799838838621315881e+04 -1.013168060857865748e+04 -1.106865796473926821e+03
-1.799467191749878475e+04 -1.014161544024353861e+04 -1.106171414098821060e+03
-1.797975822186671576e+04 -1.014101856319792205e+04 -1.100513527958844406e+03
-1.800223704700629241e+04 -1.012347102321758939e+04 -1.105681720798291735e+03
-1.800446793320091092e+04 -1.012670698329986408e+04 -1.108365830734581778e+03
-1.800834283251647503e+04 -1.011154453256661509e+04 -1.106163140380179357e+03
-1.799935635541320516e+04 -1.012269301043859014e+04 -1.116097037534195351e+03
-1.797414976178459983e+04 -1.012819394294915764e+04 -1.116414011524268972e+03
-1.798136637330822487e+04 -1.012480222977738958e+04 -1.112455042898363445e+03
-1.798082050333708685e+04 -1.013656331972279258e+04 -1.106879594673142492e+03
-1.797944321767953807e+04 -1.015615795693426662e+04 -1.117313283503462117e+03
-1.797262429219070327e+04 -1.013987606927120578e+04 -1.114789353172076972e+03
-1.796705053164017590e+04 -1.013617950467419723e+04 -1.113260349337274874e+03
-1.798314629238930502e+04 -1.014125410925970209e+04 -1.113033781998108680e+03
-1.798824534647708060e+04 -1.015025708595454307e+04 -1.117952688130763363e+03
-1.798451860905252397e+04 -1.015397441152147803e+04 -1.109619817302462252e+03
-1.795386410798849101e+04 -1.014667336976246952e+04 -1.108017344258047615e+03
-1.795500932886914597e+04 -1.014249657647487038e+04 -1.109355253729482229e+03
-1.795299828489746142e+04 -1.015863009500711814e+04 -1.107474492841295159e+03
-1.796180379462078781e+04 -1.015109715978014538e+04 -1.118933258023479993e+03
-1.794087846491815435e+04 -1.016152739235440822e+04 -1.123485179057175628e+03
-1.795041025670272575e+04 -1.014596852824545203e+04 -1.107067625325122208e+03
-1.794330300987686496e+04 -1.014830110709967630e+04 -1.103078525376985908e+03
-1.794497625166411672e+04 -1.014906582646027891e+04 -1.111514235776661735e+03
-1.790176986250037589e+04 -1.015317608617890801e+04 -1.112547477622747465e+03
-1.790571587142857243e+04 -1.015558086614460262e+04 -1.116181105701908564e+03
-1.790989838162988599e+04 -1.014439108134096750e+04 -1.108688902157803568e+03
-1.792221152084807545e+04 -1.014330131334962789e+04 -1.111087149336839502e+03
-1.788920758222124641e+04 -1.015390299413815774e+04 -1.119876532045984732e+03
-1.788298130872100592e+04 -1.015407708084732622e+04 -1.116429679284245594e+03
-1.790034905463622636e+04 -1.015556686241898933e+04 -1.117048303125810435e+03
-1.790856585332492614e+04 -1.015244201516654175e+04 -1.118029670296865334e+03
-1.791655942630082791e+04 -1.015597957196537573e+04 -1.115073571051304953e+03
-1.793029875394735791e+04 -1.016218655591617062e+04 -1.123740517888222712e+03
-1.796582505357932314e+04 -1.015495090709256874e+04 -1.118385301753426575e+03
-1.795214133910672172e+04 -1.014668296892421495e+04 -1.119645644075088057e+03
-1.793701046261378360e+04 -1.014429105010190142e+04 -1.116782578897295480e+03
-1.795684552117476051e+04 -1.013750820701294469e+04 -1.111690674200639023e+03
-1.796393413276305000e+04 -1.014562968787941645e+04 -1.112611166812476313e+03
-1.796849976873521155e+04 -1.015241703870697347e+04 -1.110320304824746927e+03
-1.799614976500375269e+04 -1.014156702682935429e+04 -1.114145503651549461e+03
-1.800886172304653519e+04 -1.013006494655517417e+04 -1.121566891293537537e+03
-1.801660199766814549e+04 -1.013514683576481548e+04 -1.105560902890231318e+03
-1.802792927865404272e+04 -1.014710635189059576e+04 -1.111518921939300526e+03
-1.802384763247808223e+04 -1.013071570838320804e+04 -1.112619209237948326e+03
-1.800670318256820246e+04 -1.013777223388340281e+04 -1.115649000631764920e+03
-1.802744240816820093e+04 -1.013256835433954802e+04 -1.104700503080442559e+03
-1.801587499165166810e+04 -1.013898137240217511e+04 -1.111931925659415811e+03
-1.799912016422372471e+04 -1.014166718762001619e+04 -1.118472246954402635e+03
-1.798774835282181448e+04 -1.013470002825817210e+04 -1.120029759543233013e+03
-1.792793581185625590e+04 -1.013499391379018925e+04 -1.114414702407967525e+03
-1.790289440782291058e+04 -1.013640252369397240e+04 -1.114094823778038972e+03
-1.790213111430679783e+04 -1.013445501693575352e+04 -1.112653984637897793e+03
-1.789960119375862268e+04 -1.012277030484888201e+04 -1.115816728921844515e+03
-1.792354301830623081e+04 -1.012962878699211433e+04 -1.113239255145100742e+03
-1.796443656752808238e+04 -1.013236001216124350e+04 -1.114393508261779061e+03
-1.796973606789281257e+04 -1.013212409001034212e+04 -1.110874103930426372e+03
-1.798457405736185319e+04 -1.012751116593034749e+04 -1.111785585204345807e+03
-1.796786602407216924e+04 -1.013018449863901697e+04 -1.119923904450153714e+03
-1.800282479445618810e+04 -1.013099648020918357e+04 -1.121789380133482609e+03
-1.801268536162246528e+04 -1.012824530234094709e+04 -1.119229806540721256e+03
-1.802282068529799290e+04 -1.013815081038963945e+04 -1.113119868359737666e+03
-1.800629119083903061e+04 -1.014413455408272057e+04 -1.117988399706808650e+03
-1.803815205038070417e+04 -1.013824528126789301e+04 -1.111062110008956097e+03
-1.806404719576921707e+04 -1.013718522659826522e+04 -1.105643322911997529e+03
-1.803592561722497339e+04 -1.014249429089025580e+04 -1.106042376890467040e+03
-1.799355200901130956e+04 -1.015276615167768614e+04 -1.107773586510559653e+03
-1.801520037073718413e+04 -1.013490127274267070e+04 -1.097711911717412477e+03
-1.793048094294155089e+04 -1.014774814845133369e+04 -1.109312312109682807e+03
-1.791377072105182378e+04 -1.014874558325697581e+04 -1.115836258517696933e+03
-1.791013196875435460e+04 -1.015238134957745024e+04 -1.120860683104673626e+03
-1.793695035507998546e+04 -1.014304858638150108e+04 -1.115766160445507921e+03
-1.792630240483750458e+04 -1.014476230400520581e+04 -1.117267476110411280e+03
-1.794960675902782168e+04 -1.015273553929250556e+04 -1.120969063961440497e+03
-1.797471826420851357e+04 -1.014371700925774894e+04 -1.115137217440372297e+03
-1.797908167172106187e+04 -1.014106280740101647e+04 -1.112131263034186759e+03
-1.798257221218972700e+04 -1.013618841375016564e+04 -1.108725032847300099e+03
-1.802327659638207115e+04 -1.013344493968123061e+04 -1.110647375318440027e+03
-1.800149159306572983e+04 -1.013552056667038050e+04 -1.111525198442437613e+03
-1.801948979185110147e+04 -1.013945467871552864e+04 -1.118302567629557416e+03
-1.803675726103067427e+04 -1.013382187716893532e+04 -1.106683669948031365e+03
-1.803353411973726543e+04 -1.013530422039439509e+04 -1.110499488566710625e+03
-1.803807643405107956e+04 -1.013206302705203962e+04 -1.107945166296889965e+03
-1.802048928618258651e+04 -1.013613553778722053e+04 -1.111174850129295010e+03
-1.801235863745398456e+04 -1.013628301451508378e+04 -1.110443228722934236e+03
-1.800788192290317238e+04 -1.012652195517602922e+04 -1.115020259372004602e+03
-1.802816372245704770e+04 -1.013244929047250480e+04 -1.106783337913616379e+03
-1.800325986874300725e+04 -1.013027197803104718e+04 -1.106170048136699279e+03
-1.796713768502504536e+04 -1.014045367204811009e+04 -1.115240944250083885e+03
-1.798006012447066678e+04 -1.012394156608996855e+04 -1.113660030474546602e+03
-1.797615819259072305e+04 -1.012999144417708885e+04 -1.112228064221571913e+03
-1.797246052268213316e+04 -1.012298266324075485e+04 -1.107760355413157413e+03
-1.798145327228539463e+04 -1.012333708326242777e+04 -1.104085569904691965e+03
-1.795951892882458196e+04 -1.012029187832661046e+04 -1.109470965208430698e+03
-1.792935097597240019e+04 -1.013089689696375535e+04 -1.114307325454946294e+03
-1.793620672986172212e+04 -1.012425711792146103e+04 -1.113049321132732985e+03
-1.791915279092307173e+04 -1.012439820418492673e+04 -1.108745958681194679e+03
-1.790420377610587093e+04 -1.013148459500703757e+04 -1.114374498075662359e+03
-1.791905257825752415e+04 -1.014014499444399735e+04 -1.126914383247748901e+03
-1.792817609183028253e+04 -1.013743127658931189e+04 -1.117071995901258560e+03
-1.790942460373805807e+04 -1.014059771549354082e+04 -1.118893315897193588e+03
-1.792141592174510515e+04 -1.014588102272250399e+04 -1.117669402987841295e+03
-1.794538748274780664e+04 -1.012832156863233649e+04 -1.121212480671588764e+03
-1.793583367141660347e+04 -1.013671165595778621e+04 -1.115973451138016117e+03
-1.792935026906890926e+04 -1.013687776847952227e+04 -1.108636901999381735e+03
-1.791037584182548017e+04 -1.014223331097103073e+04 -1.105636201945140783e+03
-1.792669591981340636e+04 -1.014011154723896107e+04 -1.105502186149740737e+03
-1.794345978463313804e+04 -1.013460186989979229e+04 -1.105991078430009111e+03
-1.794722143048014914e+04 -1.013993545170968719e+04 -1.111198391898890350e+03
-1.797321305505581768e+04 -1.013358600594100426e+04 -1.116498304799292328e+03
-1.796485993718837562e+04 -1.013968971263437197e+04 -1.125118388068587137e+03
-1.795095178476167348e+04 -1.014319185048924555e+04 -1.119232060942692897e+03
-1.796329055014042024e+04 -1.013718258748716653e+04 -1.111586949075262510e+03
-1.795724253844284613e+04 -1.014318705905625029e+04 -1.111596358947997032e+03
-1.795041553095525887e+04 -1.014904861650045859e+04 -1.118489723739848159e+03
-1.794790986806650835e+04 -1.014439602858502440e+04 -1.128260221192531390e+03
-1.796860549056347372e+04 -1.015071664119125489e+04 -1.138016688630121735e+03
-1.795068236768073984e+04 -1.014751926413840010e+04 -1.129735589744132540e+03
-1.795077141716774713e+04 -1.015034916411434460e+04 -1.122304355520707759e+03
-1.796955701312410747e+04 -1.013999462371273694e+04 -1.118599183324478872e+03
-1.796236910644144518e+04 -1.012789258406272711e+04 -1.120057028163687846e+03
-1.794072763433651198e+04 -1.012940304995002953e+04 -1.115441163653652438e+03
-1.795996787039691480e+04 -1.011611764435781333e+04 -1.113584645983815335e+03
-1.799339809818603317e+04 -1.012423422999510876e+04 -1.122536635135556935e+03
-1.799491642677367781e+04 -1.012692365411607352e+04 -1.130616666459695352e+03
-1.802080909773588792e+04 -1.012149030575100187e+04 -1.127258177303358934e+03
-1.803716758355342245e+04 -1.013216519265880197e+04 -1.128871012314932159e+03
-1.802348472188086089e+04 -1.012253509879545891e+04 -1.122966643197307349e+03
-1.802068671772798916e+04 -1.011989869517561237e+04 -1.119040593850603727e+03
-1.799676105586109043e+04 -1.012070195504040748e+04 -1.110397275369510680e+03
-1.799282146705541527e+04 -1.012557384035606447e+04 -1.120410199877836021e+03
-1.799041959725809284e+04 -1.012430855340934067e+04 -1.123058703683593649e+03
-1.800756058277398915e+04 -1.012349436461324876e+04 -1.117928950340105530e+03
-1.803513941839441031e+04 -1.012228130304251681e+04 -1.125597581058944343e+03
-1.804999825782129119e+04 -1.011971242890838039e+04 -1.123697698174180005e+03
-1.802468598278657373e+04 -1.012836994264180612e+04 -1.122569504300176959e+03
-1.803465677780771148e+04 -1.012882483466670965e+04 -1.115176850178735094e+03
-1.802746899464291710e+04 -1.013443331356721319e+04 -1.125890059961670886e+03
-1.803742508366251059e+04 -1.012996494595453260e+04 -1.114013735056098540e+03
-1.806940237547917059e+04 -1.013414830882554634e+04 -1.114985998736724468e+03
-1.806172835420561023e+04 -1.013430231224358613e+04 -1.110526101105638645e+03
-1.805050680264447510e+04 -1.013507705599867768e+04 -1.118015668475467919e+03
-1.804248369082517092e+04 -1.014525393409329263e+04 -1.114985672366333802e+03
-1.801631874058784160e+04 -1.014421086928775912e+04 -1.116607625049314265e+03
-1.800544607250271656e+04 -1.014126725352074209e+04 -1.121815504591175795e+03
-1.797991654810665204e+04 -1.014184160344384873e+04 -1.128626052444793459e+03
-1.799419379197063972e+04 -1.012668021293400670e+04 -1.118379121089496948e+03
-1.798797094654321700e+04 -1.013246828805231962e+04 -1.126532000096470256e+03
-1.799060698753030374e+04 -1.013291036921101477e+04 -1.122081391871880896e+03
-1.799047545920646371e+04 -1.013833473212962781e+04 -1.119072337618218171e+03
-1.800335652626991941e+04 -1.013737462895619319e+04 -1.115330952266676377e+03
-1.801556230124387730e+04 -1.012293774743735412e+04 -1.105750985235470580e+03
-1.801343674932784779e+04 -1.013004844406708617e+04 -1.115027957159151356e+03
-1.798491904705628986e+04 -1.013544656930029669e+04 -1.113494506771095530e+03
