id,book,chapter,verse,text
1041032,1,41,32,"And for that the dream was doubled unto Pharaoh, it is because the thing is established by God, and God will shortly bring it to pass."
1041033,1,41,33,"Now therefore let Pharaoh look out a man discreet and wise, and set him over the land of Egypt."
1041034,1,41,34,"Let Pharaoh do `this', and let him appoint overseers over the land, and take up the fifth part of the land of Egypt in the seven plenteous years."
1041035,1,41,35,"And let them gather all the food of these good years that come, and lay up grain under the hand of Pharaoh for food in the cities, and let them keep it."
1041036,1,41,36,"And the food shall be for a store to the land against the seven years of famine, which shall be in the land of Egypt; that the land perish not through the famine."
1041037,1,41,37,"And the thing was good in the eyes of Pharaoh, and in the eyes of all his servants."
1041038,1,41,38,"And Pharaoh said unto his servants, Can we find such a one as this, a man in whom the spirit of God is?"
1041039,1,41,39,"And Pharaoh said unto Joseph, Forasmuch as God hath showed thee all of this, there is none so discreet and wise as thou:"
1041040,1,41,40,"thou shalt be over my house, and according unto thy word shall all my people be ruled: only in the throne will I be greater than thou."
1041041,1,41,41,"And Pharaoh said unto Joseph, See, I have set thee over all the land of Egypt."
1041042,1,41,42,"And Pharaoh took off his signet ring from his hand, and put it upon Joseph's hand, and arrayed him in vestures of fine linen, and put a gold chain about his neck;"
1041043,1,41,43,"and he made him to ride in the second chariot which he had; and they cried before him, Bow the knee: and he set him over all the land of Egypt."
1041044,1,41,44,"And Pharaoh said unto Joseph, I am Pharaoh, and without thee shall no man lift up his hand or his foot in all the land of Egypt."
1041045,1,41,45,"And Pharaoh called Joseph's name Zaphenath-paneah; and he gave him to wife Asenath, the daughter of Poti-phera priest of On. And Joseph went out over the land of Egypt."
1041046,1,41,46,"And Joseph was thirty years old when he stood before Pharaoh king of Egypt. And Joseph went out from the presence of Pharaoh, and went throughout all the land of Egypt."
1041047,1,41,47,And in the seven plenteous years the earth brought forth by handfuls.
1041048,1,41,48,"And he gathered up all the food of the seven years which were in the land of Egypt, and laid up the food in the cities: the food of the field, which was round about every city, laid he up in the same."
1041049,1,41,49,"And Joseph laid up grain as the sand of the sea, very much, until he left off numbering; for it was without number."
1041050,1,41,50,"And unto Joseph were born two sons before the year of famine came, whom Asenath, the daughter of Potiphera priest of On, bare unto him."
1041051,1,41,51,"And Joseph called the name of the first-born Manasseh: For, `said he', God hath made me forget all my toil, and all my father's house."
1041052,1,41,52,And the name of the second called he Ephraim: For God hath made me fruitful in the land of my affliction.
1041053,1,41,53,"And the seven years of plenty, that was in the land of Egypt, came to an end."
1041054,1,41,54,"And the seven years of famine began to come, according as Joseph had said: and there was famine in all lands; but in all the land of Egypt there was bread."
1041055,1,41,55,"And when all the land of Egypt was famished, the people cried to Pharaoh for bread: and Pharaoh said unto all the Egyptians, Go unto Joseph; what he saith to you, do."
1041056,1,41,56,"And the famine was over all the face of the earth: and Joseph opened all the store-houses, and sold unto the Egyptians; and the famine was sore in the land of Egypt."
1041057,1,41,57,"And all countries came into Egypt to Joseph to buy grain, because the famine was sore in all the earth."
1042001,1,42,1,"Now Jacob saw that there was grain in Egypt, and Jacob said unto his sons, Why do ye look one upon another?"
1042002,1,42,2,"And he said, Behold, I have heard that there is grain in Egypt: get you down thither, and buy for us from thence; that we may live, and not die."
1042003,1,42,3,And Joseph's ten brethren went down to buy grain from Egypt.
1042004,1,42,4,"But Benjamin, Joseph's brother, Jacob sent not with his brethren; for he said, Lest Peradventure harm befall him."
1042005,1,42,5,And the sons of Israel came to buy among those that came: for the famine was in the land of Canaan.
1042006,1,42,6,"And Joseph was the governor over the land; he it was that sold to all the people of the land. And Joseph's brethren came, and bowed down themselves to him with their faces to the earth."
1042007,1,42,7,"And Joseph saw his brethren, and he knew them, but made himself strange unto them, and spake roughly with them; and he said unto them. Whence come ye? And they said, From the land of Canaan to buy food."
1042008,1,42,8,"And Joseph knew his brethren, but they knew not him."
1042009,1,42,9,"And Joseph remembered the dreams which he dreamed of them, and said unto them, Ye are spies; to see the nakedness of the land ye are come."
1042010,1,42,10,"And they said unto him, Nay, my lord, but to buy food are thy servants come."
1042011,1,42,11,"We are all one man's sons; we are true men, thy servants are no spies."
1042012,1,42,12,"And he said unto them, Nay, but to see the nakedness of the land ye are come."
1042013,1,42,13,"And they said, We thy servants are twelve brethren, the sons of one man in the land of Canaan; and, behold, the youngest is this day with our father, and one is not."
1042014,1,42,14,"And Joseph said unto them, That is it that I spake unto you, saying, Ye are spies:"
1042015,1,42,15,"hereby ye shall be proved: by the life of Pharaoh ye shall not go forth hence, except your youngest brother come hither."
1042016,1,42,16,"Send one of you, and let him fetch your brother, and ye shall be bound, that your words may be proved, whether there be truth in you: or else by the life of Pharaoh surely ye are spies."
1042017,1,42,17,And he put them all together into ward three days.
1042018,1,42,18,"And Joseph said unto them the third day, This do, and live: for I fear God:"
1042019,1,42,19,"if ye be true men, let one of your brethren be bound in your prison-house; but go ye, carry grain for the famine of your houses:"
1042020,1,42,20,"and bring your youngest brother unto me; so shall your words be verified, and ye shall not die. And they did so."
1042021,1,42,21,"And they said one to another, We are verily guilty concerning our brother, in that we saw the distress of his soul, when he besought us, and we would not hear; therefore is this distress come upon us."
1042022,1,42,22,"And Reuben answered them, saying, Spake I not unto you, saying, Do not sin against the child; and ye would not hear? therefore also, behold, his blood is required."
1042023,1,42,23,And they knew not that Joseph understood them; for there was an interpreter between them.
1042024,1,42,24,"And he turned himself about from them, and wept; and he returned to them, and spake to them, and took Simeon from among them, and bound him before their eyes."
1042025,1,42,25,"Then Joseph commanded to fill their vessels with grain, and to restore every man's money into his sack, and to give them provisions for the way: and thus was it done unto them."
1042026,1,42,26,"And they laded their asses with their grain, and departed thence."
1042027,1,42,27,"And as one of them opened his sack to give his ass provender in the lodging-place, he espied his money; and, behold, it was in the mouth of his sack."
1042028,1,42,28,"And he said unto his brethren, My money is restored; and, lo, it is even in my sack: and their heart failed them, and they turned trembling one to another, saying, What is this that God hath done unto us?"
1042029,1,42,29,"And they came unto Jacob their father unto the land of Canaan, and told him all that had befallen them, saying,"
1042030,1,42,30,"The man, the lord of the land, spake roughly with us, and took us for spies of the country."
1042031,1,42,31,"And we said unto him, We are true men; and we are no spies:"
1042032,1,42,32,"we are twelve brethren, sons of our father; one is not, and the youngest is this day with our father in the land of Canaan."
1042033,1,42,33,"And the man, the lord of the land, said unto us, Hereby shall I know that ye are true men: leave one of your brethren with me, and take `grain for' the famine of your houses, and go your way;"
1042034,1,42,34,"and bring your youngest brother unto me: then shall I know that ye are no spies, but that ye are true men: so will I deliver you your brother, and ye shall traffic in the land."
1042035,1,42,35,"And it came to pass as they emptied their sacks, that, behold, every man's bundle of money was in his sack: and when they and their father saw their bundles of money, they were afraid."
1042036,1,42,36,"And Jacob their father said unto them, Me have ye bereaved of my children: Joseph is not, and Simeon is not, and ye will take Benjamin away: all these things are against me."
1042037,1,42,37,"And Reuben spake unto his father, saying, Slay my two sons, if I bring him not to thee: deliver him into my hand, and I will bring him to thee again."
1042038,1,42,38,"And he said, My son shall not go down with you; for his brother is dead, and he only is left: if harm befall him by the way in which ye go, then will ye bring down my gray hairs with sorrow to Sheol."
1043001,1,43,1,And the famine was sore in the land.
1043002,1,43,2,"And it came to pass, when they had eaten up the grain which they had brought out of Egypt, their father said unto them, Go again, buy us a little food."
1043003,1,43,3,"And Judah spake unto him, saying, The man did solemnly protest unto us, saying, Ye shall not see my face, except your brother be with you."
1043004,1,43,4,"If thou wilt send our brother with us, we will go down and buy thee food:"
1043005,1,43,5,"but if thou wilt not send him, we will not go down; for the man said unto us, Ye shall not see my face, except your brother be with you."
1043006,1,43,6,"And Israel said, Wherefore dealt ye so ill with me, as to tell the man whether ye had yet a brother?"
1043007,1,43,7,"And they said, The man asked straitly concerning ourselves, and concerning our kindred, saying, Is your father yet alive? have ye `another' brother? and we told him according to the tenor of these words: could we in any wise know that he would say, Bring your brother down?"
1043008,1,43,8,"And Judah said unto Israel his father, Send the lad with me, and we will arise and go; that we may live, and not die, both we, and thou, and also our little ones."
1043009,1,43,9,"I will be surety for him; of my hand shalt thou require him: if I bring him not unto thee, and set him before thee, then let me bear the blame for ever:"
1043010,1,43,10,"for except we had lingered, surely we had now returned a second time."
1043011,1,43,11,"And their father Israel said unto them, If it be so now, do this: take of the choice fruits of the land in your vessels, and carry down the man a present, a little balm, and a little honey, spicery and myrrh, nuts, and almonds;"
1043012,1,43,12,and take double money in your hand; and the money that was returned in the mouth of your sacks carry again in your hand; peradventure it was an oversight:
1043013,1,43,13,"take also your brother, and arise, go again unto the man:"
1043014,1,43,14,"and God Almighty give you mercy before the man, that he may release unto you your other brother and Benjamin. And if I be bereaved of my children, I am bereaved."
1043015,1,43,15,"And the men took that present, and they took double money in their hand, and Benjamin; and rose up, and went down to Egypt, and stood before Joseph."
1043016,1,43,16,"And when Joseph saw Benjamin with them, he said to the steward of his house, Bring the men into the house, and slay, and make ready; for the men shall dine with me at noon."
1043017,1,43,17,And the man did as Joseph bade; and the man brought the men to Joseph's house.
1043018,1,43,18,"And the men were afraid, because they were brought to Joseph's house; and they said, Because of the money that was returned in our sacks at the first time are we brought in; that he may seek occasion against us, and fall upon us, and take us for bondmen, and our asses."
1043019,1,43,19,"And they came near to the steward of Joseph's house, and they spake unto him at the door of the house,"
1043020,1,43,20,"and said, Oh, my lord, we came indeed down at the first time to buy food:"
1043021,1,43,21,"and it came to pass, when we came to the lodging-place, that we opened our sacks, and, behold, every man's money was in the mouth of his sack, our money in full weight: and we have brought it again in our hand."
1043022,1,43,22,And other money have we brought down in our hand to buy food: we know not who put our money in our sacks.
1043023,1,43,23,"And he said, Peace be to you, fear not: your God, and the God of your father, hath given you treasure in your sacks: I had your money. And he brought Simeon out unto them."
1043024,1,43,24,"And the man brought the men into Joseph's house, and gave them water, and they washed their feet. And he gave their asses provender."
1043025,1,43,25,And they made ready the present against Joseph's coming at noon: for they heard that they should eat bread there.
1043026,1,43,26,"And when Joseph came home, they brought him the present which was in their hand into the house, and bowed down themselves to him to the earth."
1043027,1,43,27,"And he asked them of their welfare, and said, Is your father well, the old man of whom ye spake? Is he yet alive?"
1043028,1,43,28,"And they said, Thy servant our father is well, he is yet alive. And they bowed the head, and made obeisance."
1043029,1,43,29,"And he lifted up his eyes, and saw Benjamin his brother, his mother's son, and said, Is this your youngest brother, of whom ye spake unto me? And he said, God be gracious unto thee, my son."
1043030,1,43,30,"And Joseph made haste; for his heart yearned over his brother: and he sought where to weep; and he entered into his chamber, and wept there."
1043031,1,43,31,"And he washed his face, and came out; and he refrained himself, and said, Set on bread."
1043032,1,43,32,"And they set on for him by himself, and for them by themselves, and for the Egyptians, that did eat with him, by themselves: because the Egyptians might not eat bread with the Hebrews; for that is an abomination unto the Egyptians."
1043033,1,43,33,"And they sat before him, the first-born according to his birthright, and the youngest according to his youth: and the men marvelled one with another."
1043034,1,43,34,"And he took `and sent' messes unto them from before him: but Benjamin's mess was five times so much as any of theirs. And they drank, and were merry with him."
1044001,1,44,1,"And he commanded the steward of his house, saying, Fill the men's sacks with food, as much as they can carry, and put every man's money in his sack's mouth."
1044002,1,44,2,"And put my cup, the silver cup, in the sack's mouth of the youngest, and his grain money. And he did according to the word that Joseph had spoken."
1044003,1,44,3,"As soon as the morning was light, the men were sent away, they and their asses."
1044004,1,44,4,"`And' when they were gone out of the city, and were not yet far off, Joseph said unto his steward, Up, follow after the men; and when thou dost overtake them, say unto them, Wherefore have ye rewarded evil for good?"
1044005,1,44,5,"Is not this that in which my lord drinketh, and whereby he indeed divineth? ye have done evil in so doing."
1044006,1,44,6,"And he overtook them, and he spake unto them these words."
1044007,1,44,7,"And they said unto him, Wherefore speaketh my lord such words as these? Far be it from thy servants that they should do such a thing."
1044008,1,44,8,"Behold, the money, which we found in our sacks' mouths, we brought again unto thee out of the land of Canaan: how then should we steal out of thy lord's house silver or gold?"
1044009,1,44,9,"With whomsoever of thy servants it be found, let him die, and we also will be my lord's bondmen."
1044010,1,44,10,"And he said, Now also let it be according unto your words: he with whom it is found shall be my bondman; and ye shall be blameless."
1044011,1,44,11,"Then they hasted, and took down every man his sack to the ground, and opened every man his sack."
1044012,1,44,12,"And he searched, `and' began at the eldest, and left off at the youngest: and the cup was found in Benjamin's sack."
1044013,1,44,13,"Then they rent their clothes, and laded every man his ass, and returned to the city."
1044014,1,44,14,And Judah and his brethren came to Joseph's house; and he was yet there: and they fell before him on the ground.
1044015,1,44,15,"And Joseph said unto them, What deed is this that ye have done? know ye not that such a man as I can indeed divine?"
1044016,1,44,16,"And Judah said, What shall we say unto my lord? what shall we speak? or how shall we clear ourselves? God hath found out the iniquity of thy servants: behold, we are my lord's bondmen, both we, and he also in whose hand the cup is found."
1044017,1,44,17,"And he said, Far be it from me that I should do so: the man in whose hand the cup is found, he shall be my bondman; but as for you, get you up in peace unto your father."
1044018,1,44,18,"Then Judah came near unto him, and said, Oh, my lord, let thy servant, I pray thee, speak a word in my lord's ears, and let not thine anger burn against thy servant; for thou art even as Pharaoh."
1044019,1,44,19,"My lord asked his servants, saying, Have ye a father, or a brother?"
1044020,1,44,20,"And we said unto my lord, We have a father, an old man, and a child of his old age, a little one; and his brother is dead, and he alone is left of his mother; and his father loveth him."
1044021,1,44,21,"And thou saidst unto thy servants, Bring him down unto me, that I may set mine eyes upon him."
1044022,1,44,22,"And we said unto my lord, The lad cannot leave his father: for if he should leave his father, his father would die."
1044023,1,44,23,"And thou saidst unto thy servants, Except your youngest brother come down with you, ye shall see my face no more."
1044024,1,44,24,"And it came to pass when we came up unto thy servant my father, we told him the words of my lord."
1044025,1,44,25,"And our father said, Go again, buy us a little food."
1044026,1,44,26,"And we said, We cannot go down: if our youngest brother be with us, then will we go down: for we may not see the man's face, expect our youngest brother be with us."
1044027,1,44,27,"And thy servant my father said unto us, Ye know that my wife bare me two sons:"
1044028,1,44,28,"and the one went out from me, and I said, Surely he is torn in pieces; and I have not seen him since:"
1044029,1,44,29,"and if ye take this one also from me, and harm befall him, ye will bring down my gray hairs with sorrow to Sheol."
1044030,1,44,30,"Now therefore when I come to thy servant my father, and the lad is not with us; seeing that his life is bound up in the lad's life;"
1044031,1,44,31,"it will come to pass, when he seeth that the lad is not `with us', that he will die: and thy servants will bring down the gray hairs of thy servant our father with sorrow to Sheol."
1044032,1,44,32,"For thy servant became surety for the lad unto my father, saying, If I bring him not unto thee, then shall I bear the blame to my father for ever."
1044033,1,44,33,"Now therefore, let thy servant, I pray thee, abide instead of the lad a bondman to my lord; and let the lad go up with his brethren."
1044034,1,44,34,"For how shall I go up to my father, if the lad be not with me? lest I see the evil that shall come on my father."
1045001,1,45,1,"Then Joseph could not refrain himself before all them that stood before him; and he cried, Cause every man to go out from me. And there stood no man with him, while Joseph made himself known unto his brethren."
1045002,1,45,2,"And he wept aloud: and the Egyptians heard, and the house of Pharaoh heard."
1045003,1,45,3,"And Joseph said unto his brethren, I am Joseph; doth my father yet live? And his brethren could not answer him; for they were troubled at his presence."
1045004,1,45,4,"And Joseph said unto his brethren, Come near to me, I pray you. And they came near. And he said, I am Joseph your brother, whom ye sold into Egypt."
1045005,1,45,5,"And now be not grieved, nor angry with yourselves, that ye sold me hither: for God did send me before you to preserve life."
1045006,1,45,6,"For these two years hath the famine been in the land: and there are yet five years, in which there shall be neither plowing nor harvest."
1045007,1,45,7,"And God sent me before you to preserve you a remnant in the earth, and to save you alive by a great deliverance."
1045008,1,45,8,"So now it was not you that sent me hither, but God: and he hath made me a father to Pharaoh, and lord of all his house, and ruler over all the land of Egypt."
1045009,1,45,9,"Haste ye, and go up to my father, and say unto him, Thus saith thy son Joseph, God hath made me lord of all Egypt: come down unto me, tarry not;"
1045010,1,45,10,"and thou shalt dwell in the land of Goshen, and thou shalt be near unto me, thou, and thy children, and thy children's children, and thy flocks, and thy herds, and all that thou hast:"
1045011,1,45,11,"and there will I nourish thee; for there are yet five years of famine; lest thou come to poverty, thou, and thy household, and all that thou hast."
1045012,1,45,12,"And, behold, your eyes see, and the eyes of my brother Benjamin, that it is my mouth that speaketh unto you."
1045013,1,45,13,"And ye shall tell my father of all my glory in Egypt, and of all that ye have seen: and ye shall haste and bring down my father hither."
1045014,1,45,14,"And he fell upon his brother Benjamin's neck, and wept; and Benjamin wept upon his neck."
1045015,1,45,15,"And he kissed all his brethren, and wept upon them: and after that his brethren talked with him."
1045016,1,45,16,"And the report thereof was heard in Pharaoh's house, saying, Joseph's brethren are come: and it pleased Pharaoh well, and his servants."
1045017,1,45,17,"And Pharaoh said unto Joseph, Say unto thy brethren, This do ye: lade your beasts, and go, get you unto the land of Canaan;"
1045018,1,45,18,"and take your father and your households, and come unto me: and I will give you the good of the land of Egypt, and ye shall eat the fat of the land."
1045019,1,45,19,"Now thou art commanded, this do ye: take you wagons out of the land of Egypt for your little ones, and for your wives, and bring your father, and come."
1045020,1,45,20,Also regard not your stuff; for the good of all the land of Egypt is yours.
1045021,1,45,21,"And the sons of Israel did so: and Joseph gave them wagons, according to the commandment of Pharaoh, and gave them provision for the way."
1045022,1,45,22,"To all of them he gave each man changes of raiment; but to Benjamin he gave three hundred pieces of silver, and five changes of raiment."
1045023,1,45,23,"And to his father he sent after this manner: ten asses laden with the good things of Egypt, and ten she-asses laden with grain and bread and provision for his father by the way."
1045024,1,45,24,"So he sent his brethren away, and they departed: and he said unto them, See that ye fall not out by the way."
1045025,1,45,25,"And they went up out of Egypt, and came into the land of Canaan unto Jacob their father."
1045026,1,45,26,"And they told him, saying, Joseph is yet alive, and he is ruler over all the land of Egypt. And his heart fainted, for he believed them not."
1045027,1,45,27,"And they told him all the words of Joseph, which he had said unto them: and when he saw the wagons which Joseph had sent to carry him, the spirit of Jacob their father revived:"
1045028,1,45,28,"and Israel said, It is enough; Joseph my son is yet alive: I will go and see him before I die."
1046001,1,46,1,"And Israel took his journey with all that he had, and came to Beer-sheba, and offered sacrifices unto the God of his father Isaac."
1046002,1,46,2,"And God spake unto Israel in the visions of the night, and said, Jacob, Jacob. And he said, Here am I."
1046003,1,46,3,"And he said, I am God, the God of thy father: fear not to go down into Egypt; for I will there make of thee a great nation:"
1046004,1,46,4,I will go down with thee into Egypt; and I will also surely bring thee up again: and Joseph shall put his hand upon thine eyes.
1046005,1,46,5,"And Jacob rose up from Beer-sheba: and the sons of Israel carried Jacob their father, and their little ones, and their wives, in the wagons which Pharaoh had sent to carry him."
1046006,1,46,6,"And they took their cattle, and their goods, which they had gotten in the land of Canaan, and came into Egypt, Jacob, and all his seed with him:"
1046007,1,46,7,"his sons, and his sons' sons with him, his daughters, and his sons's daughters, and all his seed brought he with him into Egypt."
1046008,1,46,8,"And these are the names of the children of Israel, who came into Egypt, Jacob and his sons: Reuben, Jacob's first-born."
1046009,1,46,9,"And the sons of Reuben: Hanoch, and Pallu, and Hezron, and Carmi."
1046010,1,46,10,"And the sons of Simeon: Jemuel, and Jamin, and Ohad, and Jachin, and Zohar, and Shaul the son of a Canaanitish woman."
1046011,1,46,11,"And the sons of Levi: Gershon, Kohath, and Merari."
1046012,1,46,12,"And the sons of Judah: Er, and Onan, and Shelah, and Perez, and Zerah; but Er and Onan died in the land of Canaan. And the sons of Perez were Hezron and Hamul."
1046013,1,46,13,"And the sons of Issachar: Tola, and Puvah, and Iob, and Shimron."
1046014,1,46,14,"And the sons of Zebulun: Sered, and Elon, and Jahleel."
1046015,1,46,15,"These are the sons of Leah, whom she bare unto Jacob in Paddan-aram, with his daughter Dinah: all the souls of his sons and his daughters were thirty and three."
1046016,1,46,16,"And the sons of Gad: Ziphion, and Haggi, Shuni, and Ezbon, Eri, and Arodi, and Areli."
1046017,1,46,17,"And the sons of Asher: Imnah, and Ishvah, and Ishvi, and Beriah, and Serah their sister; and the sons of Beriah: Heber, and Malchiel."
1046018,1,46,18,"These are the sons of Zilpah, whom Laban gave to Leah his daughter; and these she bare unto Jacob, even sixteen souls."
1046019,1,46,19,The sons of Rachel Jacob's wife: Joseph and Benjamin.
1046020,1,46,20,"And unto Joseph in the land of Egypt were born Manasseh and Ephraim, whom Asenath, the daughter of Poti-phera priest of On, bare unto him."
1046021,1,46,21,"And the sons of Benjamin: Bela, and Becher, and Ashbel, Gera, and Naaman, Ehi, and Rosh, Muppim, and Huppim, and Ard."
1046022,1,46,22,"These are the sons of Rachel, who were born to Jacob: all the souls were fourteen."
1046023,1,46,23,And the sons of Dan: Hushim.
1046024,1,46,24,"And the sons of Naphtali: Jahzeel, and Guni, and Jezer, and Shillem."
1046025,1,46,25,"These are the sons of Bilhah, whom Laban gave unto Rachel his daughter, and these she bare unto Jacob: all the souls were seven."
1046026,1,46,26,"All the souls that came with Jacob into Egypt, that came out of his loins, besides Jacob's sons' wives, all the souls were threescore and six;"
1046027,1,46,27,"and the sons of Joseph, who were born to him in Egypt, were two souls: all the souls of the house of Jacob, that came into Egypt, were threescore and ten."
1046028,1,46,28,"And he sent Judah before him unto Joseph, to show the way before him unto Goshen; and they came into the land of Goshen."
1046029,1,46,29,"And Joseph made ready his chariot, and went up to meet Israel his father, to Goshen; and he presented himself unto him, and fell on his neck, and wept on his neck a good while."
1046030,1,46,30,"And Israel said unto Joseph, Now let me die, since I have seen thy face, that thou art yet alive."
1046031,1,46,31,"And Joseph said unto his brethren, and unto his father's house, I will go up, and tell Pharaoh, and will say unto him, My brethren, and my father's house, who were in the land of Canaan, are come unto me;"
1046032,1,46,32,"and the men are shepherds, for they have been keepers of cattle; and they have brought their flocks, and their herds, and all that they have."
1046033,1,46,33,"And it shall come to pass, when Pharaoh shall call you, and shall say, What is your occupation?"
1046034,1,46,34,"that ye shall say, Thy servants have been keepers of cattle from our youth even until now, both we, and our fathers: that ye may dwell in the land of Goshen; for every shepherd is an abomination unto the Egyptians."
1047001,1,47,1,"Then Joseph went in and told Pharaoh, and said, My father and my brethren, and their flocks, and their herds, and all that they have, are come out of the land of Canaan; and, behold, they are in the land of Goshen."
1047002,1,47,2,"And from among his brethren he took five men, and presented them unto Pharaoh."
1047003,1,47,3,"And Pharaoh said unto his brethren, What is your occupation? And they said unto Pharaoh, Thy servants are shepherds, both we, and our fathers."
1047004,1,47,4,"And they said unto Pharaoh, To sojourn in the land are we come; for there is no pasture for thy servants' flocks; for the famine is sore in the land of Canaan: now therefore, we pray thee, let thy servants dwell in the land of Goshen."
1047005,1,47,5,"And Pharaoh spake unto Joseph, saying, Thy father and thy brethren are come unto thee:"
1047006,1,47,6,"the land of Egypt is before thee; in the best of the land make thy father and thy brethren to dwell; in the land of Goshen let them dwell: and if thou knowest any able men among them, then make them rulers over my cattle."
1047007,1,47,7,"And Joseph brought in Jacob his father, and set him before Pharaoh: and Jacob blessed Pharaoh."
1047008,1,47,8,"And Pharaoh said unto Jacob, How many are the days of the years of thy life?"
1047009,1,47,9,"And Jacob said unto Pharaoh, The days of the years of my pilgrimage are a hundred and thirty years: few and evil have been the days of the years of my life, and they have not attained unto the days of the years of the life of my fathers in the days of their pilgrimage."
1047010,1,47,10,"And Jacob blessed Pharaoh, and went out from the presence of Pharaoh."
1047011,1,47,11,"And Joseph placed his father and his brethren, and gave them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh had commanded."
1047012,1,47,12,"And Joseph nourished his father, and his brethren, and all his father's household, with bread, according to their families."
1047013,1,47,13,"And there was no bread in all the land; for the famine was very sore, so that the land of Egypt and the land of Canaan fainted by reason of the famine."
1047014,1,47,14,"And Joseph gathered up all the money that was found in the land of Egypt, and in the land of Canaan, for the grain which they bought: and Joseph brought the money into Pharaoh's house."
1047015,1,47,15,"And when the money was all spent in the land of Egypt, and in the land of Canaan, all the Egyptians came unto Joseph, and said, Give us bread: for why should we die in thy presence? for `our' money faileth."
1047016,1,47,16,"And Joseph said, Give your cattle; and I will give you for your cattle, if money fail."
1047017,1,47,17,"And they brought their cattle unto Joseph; and Joseph gave them bread in exchange for the horses, and for the flocks, and for the herds, and for the asses: and he fed them with bread in exchange for all their cattle for that year."
1047018,1,47,18,"And when that year was ended, they came unto him the second year, and said unto him, We will not hide from my lord, how that our money is all spent; and the herds of cattle are my lord's; there is nought left in the sight of my lord, but our bodies, and our lands:"
1047019,1,47,19,"wherefore should we die before thine eyes, both we and our land? buy us and our land for bread, and we and our land will be servants unto Pharaoh: and give us seed, that we may live, and not die, and that the land be not desolate."
1047020,1,47,20,"So Joseph bought all the land of Egypt for Pharaoh; for the Egyptians sold every man his field, because the famine was sore upon them: and the land became Pharaoh's."
1047021,1,47,21,"And as for the people, he removed them to the cities from one end of the border of Egypt even to the other end thereof."
1047022,1,47,22,"Only the land of the priests bought he not: for the priests had a portion from Pharaoh, and did eat their portion which Pharaoh gave them; wherefore they sold not their land."
1047023,1,47,23,"Then Joseph said unto the people, Behold, I have bought you this day and your land for Pharaoh: lo, here is seed for you, and ye shall sow the land."
1047024,1,47,24,"And it shall come to pass at the ingatherings, that ye shall give a fifth unto Pharaoh, and four parts shall be your own, for seed of the field, and for your food, and for them of your households, and for food for your little ones."
1047025,1,47,25,"And they said, Thou hast saved our lives: let us find favor in the sight of my lord, and we will be Pharaoh's servants."
1047026,1,47,26,"And Joseph made it a statute concerning the land of Egypt unto this day, that Pharaoh should have the fifth; only the land of the priests alone became not Pharaoh's."
1047027,1,47,27,"And Israel dwelt in the land of Egypt, in the land of Goshen; and they gat them possessions therein, and were fruitful, and multiplied exceedingly."
1047028,1,47,28,"And Jacob lived in the land of Egypt seventeen years: so the days of Jacob, the years of his life, were a hundred forty and seven years."
1047029,1,47,29,"And the time drew near that Israel must die: and he called his son Joseph, and said unto him, If now I have found favor in thy sight, put, I pray thee, thy hand under my thigh, and deal kindly and truly with me: bury me not, I pray thee, in Egypt;"
1047030,1,47,30,"but when I sleep with my fathers, thou shalt carry me out of Egypt, and bury me in their burying-place. And he said, I will do as thou hast said."
1047031,1,47,31,"And he said, Swear unto me: and he sware unto him. And Israel bowed himself upon the bed's head."
1048001,1,48,1,"And it came to pass after these things, that one said to Joseph, Behold, thy father is sick: and he took with him his two sons, Manasseh and Ephraim."
1048002,1,48,2,"And one told Jacob, and said, Behold, thy son Joseph cometh unto thee: and Israel strengthened himself, and sat upon the bed."
1048003,1,48,3,"And Jacob said unto Joseph, God Almighty appeared unto me at Luz in the land of Canaan, and blessed me,"
1048004,1,48,4,"and said unto me, Behold, I will make thee fruitful, and multiply thee, and I will make of thee a company of peoples, and will give this land to thy seed after thee for an everlasting possession."
1048005,1,48,5,"And now thy two sons, who were born unto thee in the land of Egypt before I came unto thee into Egypt, are mine; Ephraim and Manasseh, even as Reuben and Simeon, shall be mine."
1048006,1,48,6,"And thy issue, that thou begettest after them, shall be thine; they shall be called after the name of their brethren in their inheritance."
1048007,1,48,7,"And as for me, when I came from Paddan, Rachel died by me in the land of Canaan in the way, when there was still some distance to come unto Ephrath: and I buried her there in the way to Ephrath (the same is Beth-lehem)."
1048008,1,48,8,"And Israel beheld Joseph's sons, and said, Who are these?"
1048009,1,48,9,"And Joseph said unto his father, They are my sons, whom God hath given me here. And he said, Bring them, I pray thee, unto me, and I will bless them."
1048010,1,48,10,"Now the eyes of Israel were dim for age, so that he could not see. And he brought them near unto him; and he kissed them, and embraced them."
1048011,1,48,11,"And Israel said unto Joseph, I had not thought to see thy face: and, lo, God hath let me see thy seed also."
1048012,1,48,12,And Joseph brought them out from between his knees; and he bowed himself with his face to the earth.
1048013,1,48,13,"And Joseph took them both, Ephraim in his right hand toward Israel's left hand, and Manasseh in his left hand toward Israel's right hand, and brought them near unto him."
1048014,1,48,14,"And Israel stretched out his right hand, and laid it upon Ephraim's head, who was the younger, and his left hand upon Manasseh's head, guiding his hands wittingly; for Manasseh was the first-born."
1048015,1,48,15,"And he blessed Joseph, and said, The God before whom my fathers Abraham and Isaac did walk, the God who hath fed me all my life long unto this day,"
